,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov
SP_126天信号_count_below_低于阈值个数占比,0.000389191,7.73E-05,0.00038037,0.003605721,0.002644009,0.004422546,0.098076006,0.019482713,0.095853119,0.057239049,0.041972343,0.070205739,0.107936937,0.029240579,0.086006914,1.713445753,0.464179794,1.365317427,0.006180907,0.003653726,0.007311057,0.469323777,0.455273614,0.477867562,1.265974913,1.265082219,1.266343353,0.091836259,0.067573289,0.092426088,1.067944271,0.288319742,1.037078608,15.86757537,5.332286442,13.11070577,0.441947497,0.232162606,0.21493953
SP_126天信号_index_mas_quant_分位数索引,0.000873349,0.000555264,0.000273318,0.004341923,0.004153909,0.003422779,0.22008386,0.13992651,0.068876114,0.068925891,0.065941267,0.054334925,0.201143283,0.133672616,0.079852644,3.193050626,2.121986993,1.267621418,0.006102933,0.006063469,0.004424419,0.46622474,0.469615412,0.462781157,1.330463572,1.384668021,1.30129988,0.078115062,0.044144393,0.044230524,2.817431806,3.169745944,1.557207753,36.06198217,23.07697334,15.56726839,0.55944363,0.277906605,0.286691664
SP_126天信号_large_std_dev_标准差是否r倍于极差,0.000523217,0.000187046,0.000352731,0.004063795,0.003611723,0.003002613,0.131850708,0.047135691,0.088888308,0.064510742,0.057334328,0.047665001,0.128750866,0.051788685,0.117474814,2.043856632,0.822119888,1.86485486,0.00554038,0.005143604,0.004835912,0.468096276,0.467988533,0.463984708,1.29961675,1.254839905,1.350326928,0.09323256,0.114598348,0.027952012,1.414213091,0.411312135,3.18003257,23.79813483,9.163943015,18.38087712,0.386963417,0.197870857,0.1942472
SP_126天信号_linear_trend_线性回归分析,0.000688354,0.000378458,0.000304012,0.005839488,0.004738265,0.00427462,0.17346514,0.095371372,0.076611083,0.092698997,0.075217618,0.067857492,0.117879126,0.079872667,0.071120292,1.871273108,1.267939274,1.128999627,0.008009645,0.006651917,0.00383994,0.467615556,0.466200311,0.465367511,1.298756283,1.3394215,1.302955895,0.153223298,0.113398491,0.058059796,1.132106819,0.841028583,1.319520352,21.65703352,14.33742711,19.95111408,0.627573675,0.324906603,0.307821711
SP_126天信号_mean_n_abs_max_n 个绝对最大值的算术平均值,0.000488786,0.000363728,0.000210937,0.003168725,0.004956363,0.002874011,0.123174092,0.091659364,0.053156075,0.050301952,0.078679827,0.045623509,0.154253226,0.073385993,0.073394573,2.448694055,1.16496652,1.165102732,0.004285876,0.006904618,0.004987735,0.467155592,0.460345365,0.471106018,1.389104907,1.320756147,1.303469045,0.072362953,0.113207169,0.04516853,1.702170603,0.80966042,1.17683872,28.73953695,13.27508193,10.65735678,0.293018996,0.162406781,0.135766853
SP_126天信号_num_cross_m_x在m上的交叉数,0.000570811,0.000280031,0.000290058,0.003869962,0.002866718,0.003126536,0.143844397,0.070567933,0.073094719,0.061433745,0.045507742,0.049632221,0.14749785,0.097683639,0.09277309,2.341455782,1.550679702,1.47272714,0.00488792,0.00541473,0.003336516,0.468296699,0.46676901,0.46545224,1.309471758,1.282065387,1.317499934,0.089237854,0.070796308,0.080863027,1.611921299,0.996774194,0.903932517,29.42855059,13.03258614,21.90749667,0.460045131,0.234243866,0.230955904
SP_126天信号_num_peaks_时间序列x中至少支持n的峰值数,0.000519748,0.000389388,0.000285306,0.004048826,0.002763558,0.002858131,0.130976371,0.098125898,0.071897179,0.06427312,0.043870117,0.045371427,0.128369928,0.140901164,0.099822661,2.03780944,2.23673663,1.584635613,0.005747782,0.004469144,0.003840604,0.468028338,0.465721446,0.466546775,1.284027122,1.326876004,1.268823563,0.08582815,0.04108252,0.076302389,1.526030452,2.388507287,0.942266414,22.78729013,21.95630499,18.72028152,0.507305522,0.258544846,0.253915316
SP_126天信号_quantile_x的q分位数,0.000396981,0.000306461,0.00019128,0.002893561,0.003093087,0.004791898,0.100039211,0.077228212,0.048202527,0.045933853,0.04910124,0.076069026,0.13719463,0.099079372,0.039917348,2.177897229,1.572836277,0.633668253,0.003483987,0.005818495,0.00512099,0.464984526,0.474587443,0.456063752,1.368810245,1.313476266,1.283902945,0.052537345,0.032572295,0.122758829,1.904154306,2.370978545,0.392660367,28.71400336,13.27288457,9.412735818,0.340160899,0.152456864,0.192858673
SP_126天信号_range_count_区间[min，max]内的观测值的个数,0.00039779,0.00030983,0.000274079,0.003491991,0.002804199,0.004067714,0.100242973,0.078077211,0.069067937,0.055433641,0.044515283,0.064572959,0.113914829,0.110487941,0.06737915,1.808341854,1.753941689,1.069610851,0.004938375,0.004030801,0.004903409,0.46788586,0.467826966,0.464094582,1.288245416,1.341089671,1.287215855,0.054112418,0.037208685,0.085486752,1.852494792,2.098359845,0.807937318,20.29877788,19.37014602,14.08569908,0.369973131,0.186996052,0.188131719
SP_126天信号_ratio_beyond_偏离x的平均值大于r * std(x)的值的比率,0.00067548,0.000467329,0.000290804,0.0039718,0.003652471,0.002937353,0.170221029,0.117766903,0.073282546,0.063050374,0.057981179,0.046629039,0.170069045,0.12794872,0.099001965,2.699762386,2.031122963,1.571607465,0.006146674,0.005254994,0.005463006,0.468878797,0.4615221,0.471215725,1.309270186,1.357917797,1.278668187,0.1078835,0.08763711,0.056164379,1.57782265,1.343801762,1.304786889,27.69319481,22.41047331,13.4143264,0.517381908,0.261534881,0.261001667
SP_126天信号_agg_linear_trend_基于分块时序聚合值的线性回归,0.000686648,0.000375104,0.000305282,0.005833104,0.004740496,0.004266592,0.173035344,0.094526118,0.076931138,0.092597657,0.075253049,0.067730055,0.117715745,0.079127501,0.071551782,1.868679514,1.25611014,1.135849332,0.008029981,0.006688108,0.003853092,0.467637705,0.465906408,0.465603589,1.298365793,1.338257782,1.302433364,0.152780384,0.113935819,0.057231303,1.13257566,0.829643555,1.344214333,21.54866282,14.13346138,19.96607749,0.627580257,0.324895056,0.30783984
"SP_126天信号_binned_entropy_分组熵。如果一个时间序列的 Binned Entropy 较大，说明这一段时间序列的取值是较为均匀的分布在 [min,max] 之间的；如果一个时间序列的 Binned Entropy 较小，说明这一段时间序列的取值是集中在某一段上的",0.0004697,0.000189078,0.000390392,0.003645533,0.003310541,0.00317412,0.118364338,0.047647544,0.098378748,0.057871036,0.052553206,0.050387595,0.128842561,0.057113797,0.122992151,2.045312254,0.906653419,1.952439861,0.005304348,0.004388187,0.004410363,0.466276938,0.469654926,0.462160366,1.316101798,1.237262575,1.380243844,0.079585126,0.098956169,0.024970073,1.487267078,0.481501503,3.939866205,22.31458573,10.85813884,22.30626789,0.375634779,0.18298217,0.197807247
SP_126天信号_c3_时序数据非线性度量,0.000726408,-1.39E-06,0.000445908,0.006239324,0.005360192,0.006119681,0.183054735,-0.00035098,0.11236872,0.099046198,0.085090407,0.09714693,0.116424099,-0.000259838,0.072864516,1.848175273,-0.004124795,1.156688328,0.006930289,0.007000919,0.00989895,0.468277596,0.464193925,0.465150729,1.34753133,1.262336403,1.445969905,0.089246449,0.108105872,0.133524847,2.051115057,-0.003246636,0.841556622,26.41372347,-0.050133481,11.35157944,0.425673796,0.211443018,0.219385417
SP_126天信号_change_quant_给定区间的时序数据描述统计，返回值：区间内描述统计量,0.000536114,0.000369084,0.000263094,0.004248089,0.005559474,0.002520329,0.135100798,0.093009192,0.066299767,0.067436318,0.088253908,0.040008978,0.126201289,0.066388316,0.104388887,2.003383363,1.053881841,1.657122212,0.005438793,0.006093943,0.004182953,0.472014177,0.460996299,0.469702212,1.361403361,1.334716375,1.303176757,0.083656443,0.132827252,0.030453219,1.614947907,0.700226726,2.177102115,24.8402176,15.26256413,15.84999177,0.394219318,0.221731662,0.177642295
SP_126天信号_cid_ce_时序数据复杂度，用来评估时间序列的复杂度，越复杂的序列有越多的谷峰,0.000474641,0.000329756,0.000237788,0.00323342,0.005021992,0.002918903,0.119609412,0.083098525,0.059922605,0.051328944,0.079721651,0.046336152,0.146792124,0.065662402,0.081464886,2.330252725,1.042358312,1.293214976,0.004383165,0.006536526,0.005092747,0.466613438,0.459801677,0.471588242,1.416481528,1.320370895,1.32284135,0.062452831,0.118235635,0.0383249,1.915195989,0.702821321,1.563542396,27.28836796,12.71294972,11.76626383,0.292256644,0.16143499,0.135976294
SP_126天信号_cwt_coeff_Ricker小波分析,0.000676361,0.000242676,0.000397754,0.006430847,0.004468542,0.004101216,0.170443087,0.061154374,0.100234119,0.102086531,0.0709359,0.065104778,0.105174553,0.05430767,0.096984525,1.669594267,0.86210754,1.539581607,0.007644265,0.005854273,0.006131319,0.466049743,0.459687289,0.470935538,1.298823722,1.342878507,1.312017667,0.175441745,0.072927188,0.106799734,0.971508158,0.838567562,0.938524048,22.29685838,10.44610901,16.34788782,1.618395482,0.83133725,0.792212871
SP_126天信号_ener_ratio_chunks_分块局部熵比率,0.000629301,0.000357401,0.000269703,0.004968531,0.003652588,0.002857156,0.158583778,0.09006503,0.067965214,0.07887299,0.057983034,0.045355939,0.126657287,0.097848683,0.094395709,2.0106221,1.553299695,1.49848543,0.007816942,0.005069829,0.004369184,0.466596122,0.467094908,0.465128837,1.292194674,1.343920741,1.285623102,0.090064148,0.029904964,0.092949545,1.760786955,3.011708293,0.731205454,20.28718878,17.76490545,15.55558662,0.828025848,0.474543639,0.358636848
SP_126天信号_fft_agg_绝对傅里叶变换的谱统计量,0.00065112,0.000156585,0.000485045,0.003903344,0.002594251,0.003767512,0.164082272,0.039459467,0.122231371,0.061963661,0.041182456,0.059807407,0.166810861,0.060358536,0.128744131,2.64804032,0.958162054,2.043749721,0.005345348,0.004089585,0.005954582,0.469495647,0.466262488,0.465785202,1.331284673,1.253956188,1.36311949,0.070158422,0.063681934,0.067690227,2.33873949,0.61963361,1.805746205,30.69627709,9.648771622,20.52727979,0.461886703,0.233552362,0.233488981
SP_126天信号_fft_coeff_傅里叶变换系数,0.000711107,0.000217178,0.000292675,0.004309449,0.004914501,0.002325533,0.179198892,0.054728842,0.073754034,0.068410388,0.078015285,0.03691669,0.165011038,0.04419125,0.125852765,2.619469015,0.701514352,1.997850708,0.005819631,0.0074706,0.004026536,0.470828403,0.463221167,0.467912304,1.311613776,1.279490405,1.285141159,0.092540913,0.14757482,0.0253962,1.936428822,0.370854879,2.904136641,30.79213847,7.325896098,18.31699515,0.46732445,0.239431891,0.233047198
SP_126天信号_fourier_entropy_频谱图序列的箱熵,0.000690709,0.000403899,0.000217187,0.004834794,0.002886561,0.00350822,0.174058712,0.101782491,0.05473109,0.076749975,0.045822742,0.055691271,0.142862174,0.139923844,0.061907989,2.267866698,2.221222155,0.982758856,0.006925509,0.004154258,0.005121572,0.467735998,0.468489173,0.462820633,1.30629221,1.331969201,1.288157704,0.09939617,0.036878442,0.090893759,1.751161158,2.7599455,0.602143536,25.13298496,24.50076047,10.68638456,0.555902039,0.29259176,0.268464918
SP_126天信号_friedrich_coeff_Langevin模型拟合的多项式系数,0.0005108,0.000238678,0.000200899,0.003436833,0.002745817,0.002537717,0.128721676,0.060146744,0.050626552,0.054558029,0.043588493,0.040285003,0.1486253,0.086924058,0.079165267,2.359353501,1.379876646,1.256709657,0.005638076,0.004117396,0.003859984,0.469950073,0.46432316,0.468161483,1.274957011,1.302622391,1.256432322,0.063977542,0.065544126,0.040328634,2.011982186,0.917652686,1.255350023,22.83078002,14.60795565,13.11574215,0.545880364,0.27861818,0.272416823
SP_126天信号_lemp_ziv_complex_Lempel-Ziv复杂度,0.000553102,0.000200451,0.000370997,0.004040339,0.003318881,0.003265738,0.139381719,0.050513649,0.093491157,0.06413839,0.052685598,0.051841991,0.136894971,0.060397166,0.113602685,2.173140296,0.95877528,1.803386719,0.005559887,0.004359057,0.004761032,0.465956755,0.467288286,0.464389348,1.322015791,1.255744583,1.361374444,0.090814952,0.10473038,0.031146945,1.534788219,0.482320883,3.001615645,25.06916447,11.58820612,19.63674103,0.539920441,0.275495618,0.269579462
SP_126天信号_num_cwt_peaks_搜索x中的不同峰值,0.000612687,0.000176458,0.000398361,0.003912843,0.002960754,0.003294412,0.154397072,0.044467527,0.1003869,0.062114454,0.047000511,0.052297173,0.156583544,0.059599159,0.120920117,2.485686694,0.946107323,1.919547356,0.005940747,0.003693043,0.004735356,0.46960153,0.46341282,0.468482879,1.279089319,1.256967705,1.316284859,0.103134352,0.06788315,0.062231002,1.49704797,0.65505987,1.613133274,25.98950558,12.04089193,21.19944293,0.637192487,0.329194367,0.313152759
SP_126天信号_partial_autocorr_给定滞后结束的偏相关函数的值,0.000713896,0.000536433,0.000154433,0.003769461,0.003574349,0.002542965,0.179901757,0.13518104,0.038917072,0.059838336,0.056741037,0.040368326,0.189389383,0.150078419,0.060729422,3.006463248,2.382421047,0.964049689,0.005050565,0.005634428,0.004061423,0.469486544,0.465660879,0.466501301,1.344151476,1.373909045,1.244871709,0.068394286,0.057092886,0.068760826,2.630362402,2.367738797,0.565977373,35.62012576,23.99197361,9.582127907,0.421969282,0.215121006,0.212002915
SP_126天信号_permu_entropy_排列熵,0.000477207,0.000326654,0.000144971,0.00422676,0.002490287,0.003228191,0.120256065,0.082316743,0.036532761,0.067097738,0.039532083,0.051245947,0.112901272,0.131171114,0.044907895,1.792252128,2.082276888,0.712890733,0.005665728,0.003753115,0.003667419,0.470346491,0.464641045,0.469471071,1.256516886,1.291398008,1.234861333,0.123125418,0.051204261,0.084812215,0.976695682,1.607615084,0.430748813,21.22517321,21.93291032,9.961435506,0.518564226,0.229298445,0.29442042
SP_126天信号_spkt_welch_dens_不同频率的功率谱,0.000725024,0.000274362,0.000254306,0.005515942,0.005752799,0.002265921,0.182706154,0.069139138,0.064085031,0.087562862,0.09132285,0.035970374,0.131441636,0.047691857,0.112230625,2.086571282,0.757084761,1.781605933,0.007539832,0.007584073,0.003728984,0.469285409,0.462218489,0.467777165,1.339088624,1.337768199,1.26830191,0.092645453,0.084298757,0.04962758,1.972100593,0.820167948,1.291318894,24.23212656,9.116359797,17.18565633,0.373666073,0.21760881,0.161211902
SP_126天信号_ti_rev_asym_stat_时间反转不对称统计量 (time reversal asymmetry statistic.),0.000679053,0.000762822,-7.87E-05,0.005333834,0.005382587,0.003452287,0.171121479,0.192231223,-0.019832335,0.084671987,0.085445913,0.054803365,0.127310582,0.141720398,-0.022796404,2.020992838,2.249741577,-0.361881697,0.007766848,0.005413762,0.005758364,0.467337068,0.465663752,0.466407371,1.3521419,1.45426646,1.209263801,0.110179366,0.084898724,0.109689712,1.553117301,2.264241617,-0.180803962,22.03229432,35.50788472,-3.444091769,0.398656983,0.21196628,0.191845342
SP_252天信号_abs_energy_时间序列的绝对能量,0.00035546,0.000208549,0.000275373,0.002697061,0.005466644,0.002733249,0.089576022,0.052554441,0.069393974,0.042814518,0.086780283,0.043388985,0.131795459,0.038149433,0.100749292,2.092188045,0.605603482,1.599345423,0.003173231,0.007028228,0.004486159,0.466697325,0.458137898,0.471586666,1.506462016,1.29856067,1.310270866,0.049044051,0.146212322,0.03010074,1.826440117,0.359439209,2.305390948,28.22864746,7.477623321,15.46845926,0.273557458,0.155328327,0.12338377
SP_252天信号_abs_max_最高绝对值,0.000472672,0.000332797,0.000284478,0.002667133,0.005142593,0.002934802,0.119113224,0.083864773,0.071688456,0.042339424,0.081636137,0.046588538,0.17722083,0.064713793,0.096932604,2.813293453,1.027299623,1.538757382,0.00387871,0.008536616,0.004927969,0.464040904,0.458592643,0.472024242,1.547276749,1.394089118,1.341152596,0.020938651,0.062655852,0.038426242,5.688677177,1.338498637,1.865611969,30.70949313,9.824124115,14.54726082,0.281885858,0.161891209,0.125149287
SP_252天信号_abs_sum_changes_一阶差分绝对和,0.000321798,0.000170731,0.000314313,0.002211525,0.004893408,0.003054553,0.081093057,0.043024147,0.079206878,0.035106867,0.077680443,0.048489526,0.145509492,0.034889946,0.102899837,2.309891578,0.553860729,1.633484264,0.003317508,0.005994828,0.004754184,0.464338878,0.462302724,0.470185011,1.513280628,1.251218861,1.367804509,0.029295492,0.132118382,0.032696954,2.768107003,0.325648453,2.422454322,24.44397102,7.176878109,16.66045644,0.266948965,0.149850858,0.122252746
SP_252天信号_count_above_mean_高于均值个数占比,0.000408352,0.000191192,0.000400213,0.003133742,0.003269154,0.003446042,0.102904611,0.048180408,0.100853697,0.049746614,0.05189621,0.054704215,0.130307988,0.058483663,0.116137042,2.068575179,0.928399367,1.84361838,0.00480526,0.004809596,0.004021323,0.470140849,0.475280145,0.456764474,1.32270022,1.253749209,1.379051207,0.064060802,0.063979408,0.076318166,1.606358459,0.753061182,1.321490052,21.41499173,10.01755821,25.07972754,0.401414404,0.192444197,0.214124845
SP_252天信号_count_below_mean_低于均值个数占比,0.000408352,0.000400213,0.000191192,0.003133742,0.003446042,0.003269154,0.102904611,0.100853697,0.048180408,0.049746614,0.054704215,0.05189621,0.130307988,0.116137042,0.058483663,2.068575179,1.84361838,0.928399367,0.00480526,0.004021323,0.004809596,0.470140849,0.456764474,0.475280145,1.32270022,1.379051207,1.253749209,0.064060802,0.076318166,0.063979408,1.606358459,1.321490052,0.753061182,21.41499173,25.07972754,10.01755821,0.401414404,0.214124845,0.192444197
SP_252天信号_first_loc_of_max_最大值位置,0.000610343,0.000561082,1.10E-05,0.004162412,0.003169393,0.002997807,0.153806334,0.141392761,0.002761325,0.066076242,0.050312551,0.04758871,0.146631952,0.177031508,0.003655218,2.327710083,2.810288064,0.058024785,0.006021669,0.00569871,0.004450242,0.470201021,0.466666073,0.465616105,1.298618867,1.378218349,1.192392207,0.093564805,0.047424814,0.101213815,1.643848178,2.981408844,0.027282093,25.54214246,24.81136182,0.620488618,0.341857568,0.170257325,0.176754881
SP_252天信号_first_loc_of_min_最小值位置,0.000654611,0.00055623,0.000133576,0.004108322,0.003346824,0.002840582,0.164962048,0.140169902,0.033661036,0.065217585,0.053129177,0.045092848,0.159337888,0.166196324,0.047023998,2.529410549,2.638284856,0.746482822,0.005900987,0.004065901,0.004533543,0.469831194,0.471081386,0.461264099,1.306966089,1.345083366,1.265297153,0.088502213,0.065523998,0.058651274,1.863931344,2.139214727,0.573918247,27.95499306,34.47450278,7.424885267,0.348757854,0.1710275,0.182884993
SP_252天信号_kurtosis_峰度,0.000653545,0.000556625,0.000267345,0.003114491,0.004676394,0.003189596,0.164693386,0.140269578,0.067370858,0.049441015,0.074235454,0.050633267,0.209840114,0.119028744,0.083817723,3.331108545,1.889522736,1.330565104,0.004381316,0.007411539,0.003446187,0.471112193,0.465397666,0.465977035,1.531291763,1.509267784,1.26714592,0.018636769,0.041983398,0.072302358,8.837013783,3.341072555,0.931793367,37.58993647,18.92583799,19.54939268,0.302408727,0.170296442,0.137266924
SP_252天信号_last_loc_of_max_最大值最近位置,0.000610343,0.000561082,1.10E-05,0.004162412,0.003169393,0.002997807,0.153806334,0.141392761,0.002761325,0.066076242,0.050312551,0.04758871,0.146631952,0.177031508,0.003655218,2.327710083,2.810288064,0.058024785,0.006021669,0.00569871,0.004450242,0.470181301,0.466666073,0.465587358,1.298736571,1.378218349,1.192561359,0.093564805,0.047424814,0.101213815,1.643848178,2.981408844,0.027282093,25.54214246,24.81136182,0.620488618,0.341857568,0.170257325,0.176754881
SP_252天信号_last_loc_of_min_最小值最近位置,0.000654611,0.00055623,0.000133576,0.004108322,0.003346824,0.002840582,0.164962048,0.140169902,0.033661036,0.065217585,0.053129177,0.045092848,0.159337888,0.166196324,0.047023998,2.529410549,2.638284856,0.746482822,0.005900987,0.004065901,0.004533543,0.469831194,0.471081386,0.461264099,1.306966089,1.345083366,1.265297153,0.088502213,0.065523998,0.058651274,1.863931344,2.139214727,0.573918247,27.95499306,34.47450278,7.424885267,0.348757854,0.1710275,0.182884993
SP_252天信号_longest_above_mean_均值上的最长连续自列长度,0.000571384,0.000337797,0.000173936,0.003324888,0.003624184,0.002617857,0.14398886,0.085124813,0.04383193,0.052780967,0.057532131,0.041557189,0.171850688,0.093206337,0.066442224,2.728045101,1.479604728,1.054737609,0.004941836,0.005515879,0.003577061,0.476729886,0.478262113,0.458153454,1.309864942,1.267592175,1.272734996,0.054099763,0.096766975,0.04582604,2.661543235,0.879688681,0.956485212,29.13671282,15.43268412,12.25361406,0.335056322,0.169856703,0.170354258
SP_252天信号_longest_below_mean_均值下的最长连续自列长度,0.000799606,0.000497272,0.000401188,0.004552297,0.004257314,0.002832228,0.201500613,0.125312615,0.101099484,0.072265472,0.067582766,0.044960225,0.175648829,0.116804227,0.141651177,2.788338712,1.85420962,2.248642721,0.00456628,0.004822318,0.005071305,0.469988602,0.469399043,0.465017906,1.404155946,1.354460332,1.341018164,0.076706537,0.092170445,0.029263823,2.626902748,1.359574799,3.454759918,44.12795667,25.98597077,19.93559417,0.347317514,0.176204411,0.176267742
SP_252天信号_max_时间序列的最大值,0.000454234,0.000312617,0.000281067,0.002779227,0.005049993,0.002937164,0.114466845,0.078779574,0.070828829,0.044118858,0.080166149,0.04662604,0.163438805,0.061904517,0.09569324,2.5945106,0.98270374,1.519083096,0.003256364,0.007929136,0.004988746,0.462951002,0.457514182,0.47352268,1.532933129,1.387488283,1.332762671,0.024850061,0.066721208,0.040417453,4.606300452,1.18072763,1.752431779,35.15173546,9.935455076,14.19772291,0.28315916,0.16215422,0.126159579
SP_252天信号_mean_时间序列的均值,0.000435274,0.000463636,8.90E-05,0.003880244,0.005934149,0.002598737,0.109689052,0.116836362,0.022429435,0.061596961,0.094201701,0.041253665,0.112176976,0.078130214,0.034249601,1.780754287,1.240278692,0.543695564,0.005329678,0.008251445,0.003913299,0.471993232,0.464540156,0.467398745,1.310856415,1.365781922,1.225820069,0.104740541,0.150664409,0.051639676,1.047245421,0.775474199,0.434344996,20.58080206,14.15950399,5.73159206,0.37324316,0.184619684,0.193778116
SP_252天信号_mean_abs_change_时间序列连续两点值的变化的绝对值的平均值,0.000321798,0.000170731,0.000314313,0.002211525,0.004893408,0.003054553,0.081093057,0.043024147,0.079206878,0.035106867,0.077680443,0.048489526,0.145509492,0.034889946,0.102899837,2.309891578,0.553860729,1.633484264,0.003317508,0.005994828,0.004754184,0.464338878,0.462302724,0.470185011,1.513280628,1.251218861,1.367804509,0.029295492,0.132118382,0.032696954,2.768107003,0.325648453,2.422454322,24.44397102,7.176878109,16.66045644,0.266948965,0.149850858,0.122252746
SP_252天信号_mean_change_时间序列连续两点值的变化的平均值,0.000617169,0.000355665,0.000240018,0.006634735,0.004506506,0.004627801,0.155526685,0.08962748,0.060484445,0.105323147,0.071538558,0.073464057,0.09302096,0.078922482,0.051864301,1.476661964,1.252855556,0.823320247,0.009470767,0.005699625,0.007180558,0.466520359,0.470394599,0.461420165,1.290105037,1.299937335,1.343488575,0.170489092,0.075505123,0.124454242,0.912238332,1.187038394,0.48599746,16.42176197,15.72515363,8.423363157,1.489118479,0.743783405,0.750489713
SP_252天信号_mean_sec_deri_cent_二阶导数的中心的均值,0.00045038,7.58E-05,0.000363277,0.005984302,0.004313849,0.004647363,0.113495674,0.019102939,0.091545851,0.094997851,0.068480231,0.073774596,0.075260181,0.017572546,0.07816846,1.194718334,0.278955524,1.240885832,0.009105923,0.005957628,0.007122217,0.466478719,0.464104864,0.468492746,1.258578986,1.2655723,1.313753306,0.174655361,0.124371808,0.106479543,0.649826454,0.153595409,0.859750597,12.46393936,3.206467425,12.85356119,1.468144156,0.735076825,0.73822197
SP_252天信号_median_中位数,0.000310939,0.000359399,5.33E-05,0.003416671,0.004923484,0.003240656,0.078356655,0.090568548,0.013431275,0.054237976,0.07815789,0.05144382,0.091006444,0.072996882,0.016446889,1.444682509,1.158789575,0.261086273,0.004936502,0.006910799,0.003982879,0.469389146,0.479377657,0.453422668,1.279135092,1.284672487,1.263493443,0.067415837,0.130687338,0.064171352,1.162288529,0.693017008,0.209303291,15.87291008,13.10536602,3.372253264,0.381638279,0.179338756,0.207454162
SP_252天信号_min_最小值,0.000536635,0.000290748,0.000257765,0.002592295,0.002630233,0.004849358,0.135232029,0.073268617,0.064956735,0.041151412,0.041753661,0.076981176,0.207011539,0.110540943,0.053154419,3.286206305,1.754783069,0.84380025,0.003413295,0.003883378,0.00661755,0.472154923,0.471486881,0.460184656,1.455065322,1.312446125,1.322607176,0.031560944,0.043438733,0.085862427,4.284790445,1.686711663,0.756521076,39.61920646,18.86723806,9.815829115,0.27561984,0.13126519,0.149509289
SP_252天信号_root_mean_sq_离散序列的均方根,0.000397843,0.000239791,0.000286746,0.002471807,0.004948661,0.003017107,0.10025654,0.060427237,0.072260097,0.039238712,0.078557566,0.047895086,0.160952491,0.048455653,0.095040193,2.555041578,0.76920964,1.508716297,0.003386718,0.006364669,0.004715019,0.466975,0.461676496,0.470232352,1.552373229,1.275504535,1.355376128,0.039961813,0.122713243,0.032927445,2.508808634,0.492426372,2.194524883,29.60285924,9.494168622,15.32551519,0.266517547,0.150252694,0.121419492
SP_252天信号_skewness_偏度,0.00058354,0.00049001,0.000242764,0.002653954,0.003648206,0.003378994,0.147052034,0.123482612,0.061176625,0.042130214,0.057913471,0.053639874,0.219875632,0.13431544,0.071845157,3.490417448,2.132191515,1.140506514,0.003360309,0.004892308,0.004269966,0.466915711,0.457914044,0.473135767,1.442274721,1.436822381,1.254130239,0.015338091,0.037697404,0.067052274,9.587374962,3.27562641,0.912372123,43.76145928,25.24015538,14.3271943,0.319483419,0.175400264,0.149237795
SP_252天信号_std_x的标准偏差,0.000398068,0.000238652,0.000286128,0.00246319,0.004926891,0.003016167,0.100313253,0.060140221,0.072104341,0.039101935,0.078211972,0.047880163,0.161606859,0.048438593,0.094864894,2.565429357,0.768938818,1.505933504,0.003405836,0.006328047,0.004720551,0.467267777,0.4614711,0.470453797,1.552680653,1.276365286,1.354316077,0.040191205,0.122961375,0.032962879,2.495900584,0.489098473,2.18744066,29.45334506,9.503756415,15.27455889,0.266568367,0.150292295,0.121430712
SP_252天信号_sum_val_时间序列值的总和,0.000435274,0.000463636,8.90E-05,0.003880244,0.005934149,0.002598737,0.109689052,0.116836362,0.022429435,0.061596961,0.094201701,0.041253665,0.112176976,0.078130214,0.034249601,1.780754287,1.240278692,0.543695564,0.005329678,0.008251445,0.003913299,0.471993232,0.464540156,0.467398745,1.310856415,1.365781922,1.225820069,0.104740541,0.150664409,0.051639676,1.047245421,0.775474199,0.434344996,20.58080206,14.15950399,5.73159206,0.37324316,0.184619684,0.193778116
SP_252天信号_var_方差,0.00035003,0.000206516,0.000274166,0.002675453,0.005439607,0.002734227,0.08820759,0.052041914,0.069089948,0.042471501,0.086351088,0.043404507,0.13083022,0.037965155,0.100272021,2.076865361,0.602678156,1.591768982,0.003167005,0.006992079,0.004488912,0.466137071,0.45810689,0.471697738,1.502908259,1.297477914,1.30904192,0.049121637,0.14683432,0.03010118,1.795697264,0.354426091,2.295257119,27.8520556,7.442981073,15.39124435,0.273633803,0.155421068,0.123367374
