,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov
SP_22天信号_var_coeff_变异系数,0.000887393,0.000859326,4.80E-05,0.01017383,0.008179155,0.005222733,0.223623162,0.216550071,0.012089506,0.161504537,0.129840067,0.082908316,0.087223154,0.105062887,0.009185656,1.384624639,1.667821619,0.145817768,0.012703423,0.01200554,0.006855593,0.466520476,0.474414087,0.463009049,1.439643733,2.327961947,1.370563683,0.167755058,0.095234421,0.105905591,1.333033793,2.273863454,0.114153611,17.60337894,18.03751195,1.763451592,1.618254523,0.833482892,0.78992627
SP_22天信号_benford_corr_适合用于异常检测,0.000608362,0.000265742,0.000297373,0.005286566,0.002712779,0.003835265,0.15330711,0.066966877,0.074937928,0.083921634,0.043064038,0.06088294,0.115076885,0.097959154,0.077536429,1.826788916,1.555053355,1.230852653,0.007485837,0.004351293,0.005218737,0.467534653,0.46889713,0.461392374,1.286781234,1.258114225,1.337355926,0.146916922,0.029964615,0.131494527,1.043495252,2.234865239,0.569893897,20.47962305,15.39010933,14.35939895,0.823387883,0.361169139,0.467373384
SP_22天信号_agg_autocorr_各阶自相关系数的聚合统计特征,0.000789944,0.000441133,0.000283735,0.004689896,0.003068146,0.003100223,0.199065824,0.111165561,0.071501175,0.074449784,0.048705302,0.049214509,0.168435254,0.143778436,0.091520788,2.67382676,2.282411917,1.452847472,0.007888094,0.00428554,0.00503212,0.467300801,0.466316703,0.46593588,1.311637582,1.349711932,1.288992225,0.107078458,0.046778445,0.07124833,1.859065106,2.376427026,1.003548795,25.23623937,25.93968863,14.20895665,0.853646656,0.443898855,0.414902441
SP_22天信号_ar_coeff_自回归系数，衡量时序数据的的周期性、不可预测性和波动性,0.000644228,0.000180966,0.000417174,0.004924292,0.003126666,0.003401308,0.162345463,0.045603406,0.105127932,0.078170716,0.049634279,0.053994092,0.130826521,0.057878236,0.122651145,2.07680664,0.918788511,1.947026572,0.007560956,0.004150762,0.005306677,0.466694288,0.462915135,0.469092506,1.290705581,1.284216718,1.313752967,0.119119519,0.076530513,0.067041373,1.362878765,0.595885274,1.5681053,21.4715524,10.98675612,19.81050083,0.857894947,0.435127091,0.427922495
SP_22天信号_adf_test_扩展dickey_fuller检验（ADF检验），测试自回归模型是否存在单位根，衡量时序数据的平稳性,0.001863593,0.000326144,0.001589393,0.023064897,0.00305274,0.022772383,0.469625376,0.082188269,0.400527127,0.366143882,0.048460749,0.361500368,0.080797794,0.106836447,0.069794777,1.282625217,1.695976023,1.10795773,0.012113777,0.00549249,0.011295392,0.466911279,0.466416202,0.467896235,1.817019608,1.314338718,42.16666392,0.174663872,0.072444176,0.108070573,2.688737919,1.13450484,3.706162705,38.76787441,14.96375368,35.4593374,1.496764379,0.569479328,0.93243969
SP_22天信号_autocorr_lag阶自相关性,0.000635101,0.000198322,0.000366573,0.004613014,0.002877691,0.003291145,0.160045479,0.049977097,0.092376399,0.073229329,0.045681922,0.052245304,0.137675952,0.068917004,0.111381611,2.185537983,1.094023514,1.768128258,0.006879303,0.004123831,0.005033806,0.467002676,0.465153459,0.467127255,1.29117698,1.283615405,1.313736796,0.116830643,0.056229827,0.069005708,1.369892991,0.888800479,1.338677647,23.26478223,12.11909484,18.35120408,0.837991953,0.423852475,0.419294117
SP_22天信号_count_above_高于阈值个数占比,0.000626319,0.000576281,4.22E-06,0.005068793,0.003755239,0.003080617,0.157832503,0.145222704,0.001063234,0.080464591,0.059612563,0.048903282,0.123563832,0.153460445,0.00136959,1.961515017,2.436109043,0.021741568,0.00743219,0.005668609,0.004681555,0.466787456,0.47590055,0.456795537,1.291140705,1.348729775,1.236465334,0.121386704,0.058014556,0.087587394,1.3002454,2.503211504,0.012139122,21.23633778,25.61875513,0.22711129,0.79580981,0.395494111,0.405470338
SP_22天信号_count_below_低于阈值个数占比,0.000626319,4.22E-06,0.000576281,0.005068793,0.003080617,0.003755239,0.157832503,0.001063234,0.145222704,0.080464591,0.048903282,0.059612563,0.123563832,0.00136959,0.153460445,1.961515017,0.021741568,2.436109043,0.00743219,0.004681555,0.005668609,0.466787456,0.456795537,0.47590055,1.291140705,1.236465334,1.348729775,0.121386704,0.087587394,0.058014556,1.3002454,0.012139122,2.503211504,21.23633778,0.22711129,25.61875513,0.79580981,0.405470338,0.395494111
SP_22天信号_index_mas_quant_分位数索引,0.000767776,0.000456001,0.000331826,0.004736137,0.003540296,0.002839223,0.193479627,0.114912243,0.083620155,0.07518384,0.056200455,0.045071268,0.162110247,0.128803067,0.11687212,2.573420394,2.044685293,1.85528739,0.006896921,0.004638688,0.00387247,0.466486671,0.469921762,0.462446303,1.309218976,1.344764117,1.316016376,0.090678316,0.041677135,0.048170917,2.13369233,2.757201112,1.735905386,28.05304366,24.77257307,21.59349088,1.335174687,0.653359157,0.68697017
SP_22天信号_large_std_dev_标准差是否r倍于极差,0.000704268,0.000207731,0.000426126,0.004881771,0.003050894,0.003163455,0.177475498,0.052348134,0.107383695,0.077495708,0.048431445,0.050218291,0.144264836,0.068088459,0.134702653,2.290133268,1.080870778,2.13833832,0.007584973,0.00455147,0.004557497,0.46717569,0.468613852,0.4635931,1.295395686,1.259472916,1.347358359,0.107765436,0.076333982,0.04072721,1.646868466,0.685777586,2.636657277,23.39830171,11.50136817,23.56198865,0.893767224,0.468287484,0.430634379
SP_22天信号_linear_trend_线性回归分析,0.001011411,0.000376812,0.000604547,0.005735825,0.004403593,0.004532787,0.254875588,0.094956559,0.152345903,0.091053399,0.069904873,0.071955763,0.176332273,0.085569156,0.133372081,2.799188063,1.358368247,2.117216153,0.008373937,0.005901092,0.00567846,0.466174698,0.473302771,0.458309943,1.343985208,1.283011705,1.476938999,0.102797897,0.087451773,0.056540193,2.479385232,1.085816281,2.694470871,30.43676954,16.09135391,26.82873392,1.239738726,0.626553593,0.618339771
SP_22天信号_mean_n_abs_max_n 个绝对最大值的算术平均值,0.000748376,0.000661031,0.000205483,0.004570897,0.00488776,0.002568312,0.1885907,0.166579853,0.051781618,0.072560745,0.077590788,0.040770684,0.163726232,0.135242143,0.080006883,2.599073357,2.146902456,1.270069892,0.006994441,0.007146775,0.004128846,0.466906277,0.46067226,0.470595065,1.327226039,1.399184907,1.265503976,0.082262884,0.10969825,0.035321344,2.292536929,1.518527903,1.466014955,26.96294227,23.30839477,12.54142634,0.508304444,0.28884332,0.224615764
SP_22天信号_num_cross_m_x在m上的交叉数,0.000694383,0.000305801,0.000383443,0.004632922,0.002861051,0.003206979,0.174984579,0.077061952,0.096627718,0.073545361,0.045417774,0.050909214,0.149880185,0.106884293,0.119565273,2.379274178,1.696735546,1.898039872,0.006759477,0.003542485,0.004397985,0.466685291,0.465954268,0.465464993,1.29642165,1.284576892,1.335689281,0.100348133,0.042335394,0.082965422,1.74377514,1.820272461,1.164674579,25.88729513,21.75364004,21.97090831,0.818154097,0.410013715,0.41329502
SP_22天信号_num_peaks_时间序列x中至少支持n的峰值数,0.000835987,0.000317765,0.000516378,0.004615925,0.003177159,0.002955745,0.210668825,0.080076717,0.130127339,0.073275538,0.050435837,0.046921003,0.181109399,0.100015373,0.174703252,2.875022577,1.587694825,2.77332815,0.005921979,0.004465471,0.003539607,0.466338017,0.464259606,0.469243863,1.317253766,1.323537919,1.330530849,0.074971986,0.029456985,0.051421679,2.809967236,2.718428769,2.530592995,35.57405988,17.93242349,36.763221,0.874240266,0.438614369,0.440780535
SP_22天信号_quantile_x的q分位数,0.00061039,0.000317401,0.00019689,0.004984607,0.002741677,0.004502442,0.153818373,0.079985086,0.049616304,0.07912818,0.043522765,0.071474055,0.122455068,0.115768995,0.043729621,1.943913939,1.837775821,0.694186219,0.008058344,0.00466575,0.007589724,0.468970722,0.474282722,0.456097922,1.284946267,1.302354142,1.299478031,0.160429043,0.028279146,0.159280888,0.958793808,2.828412372,0.311501931,19.08808681,17.14303032,6.537299817,0.665580715,0.309792088,0.360943266
SP_22天信号_range_count_区间[min，max]内的观测值的个数,0.00058967,0.000293079,0.000337765,0.004275365,0.002817117,0.003181606,0.14859695,0.073855978,0.085116894,0.067869309,0.044720346,0.050506433,0.137922842,0.104035181,0.106161929,2.189457244,1.651507298,1.685268377,0.005199217,0.004207058,0.004092945,0.466684702,0.474323456,0.462696511,1.283969654,1.273251028,1.306998939,0.065654281,0.024864732,0.061125258,2.263324602,2.970310673,1.392499549,28.58064072,17.55525447,20.79600163,0.648497548,0.364378673,0.289273514
SP_22天信号_ratio_beyond_偏离x的平均值大于r * std(x)的值的比率,0.000657109,0.000342997,0.000310338,0.004987419,0.003421234,0.002981365,0.165591479,0.086435145,0.078205091,0.079172819,0.054310413,0.047327697,0.131753332,0.100255219,0.104092485,2.091519299,1.591502264,1.652416979,0.007315999,0.00467164,0.003906074,0.466080108,0.463368026,0.46746866,1.288480474,1.317258596,1.290476842,0.103174245,0.053582949,0.064292402,1.604969132,1.613109146,1.216397092,22.63415722,18.50210075,20.02140772,0.982562797,0.541412531,0.446304905
SP_22天信号_agg_linear_trend_基于分块时序聚合值的线性回归,0.001010816,0.000352955,0.00062653,0.005672489,0.004394331,0.004499764,0.254725663,0.088944547,0.157885622,0.090047972,0.069757837,0.071431543,0.178196223,0.080320436,0.139236237,2.828777339,1.275047386,2.210306739,0.008258824,0.00587155,0.00546711,0.4661839,0.471567688,0.460236981,1.342611547,1.285388062,1.474885761,0.098285666,0.092531534,0.050162828,2.591686803,0.961234977,3.147462535,30.84284999,15.14839196,28.8791743,1.239597733,0.626006118,0.618746255
"SP_22天信号_binned_entropy_分组熵。如果一个时间序列的 Binned Entropy 较大，说明这一段时间序列的取值是较为均匀的分布在 [min,max] 之间的；如果一个时间序列的 Binned Entropy 较小，说明这一段时间序列的取值是集中在某一段上的",0.000949018,0.000295541,0.000616159,0.004837547,0.002866747,0.00346199,0.239152452,0.074476392,0.155272181,0.076793677,0.045508203,0.05495738,0.19617746,0.10309288,0.177978426,3.114220639,1.636548739,2.825319918,0.007313472,0.004337699,0.004476222,0.466804103,0.469525552,0.462161699,1.338961609,1.268124083,1.443666625,0.074150258,0.061179479,0.021117238,3.225241007,1.217342699,7.352864129,32.70026313,17.16956385,34.68822528,0.915570388,0.450233472,0.470491555
SP_22天信号_c3_时序数据非线性度量,0.000946523,0.00065424,9.44E-05,0.010562756,0.006201581,0.009086155,0.238523754,0.164868479,0.023776878,0.167678549,0.098447044,0.144238236,0.089609459,0.105495682,0.010384227,1.422506067,1.674692029,0.164844488,0.016824325,0.008007523,0.014710139,0.466603442,0.465053879,0.464093264,1.393556236,1.438806709,1.471657046,0.320587494,0.091451079,0.297513991,0.744020769,1.802805177,0.079918521,14.17731481,20.58919958,1.616359803,0.87376381,0.435698121,0.443220328
SP_22天信号_change_quant_给定区间的时序数据描述统计，返回值：区间内描述统计量,0.000750947,0.000458358,0.000233399,0.005254074,0.004852368,0.002538328,0.18923853,0.11550619,0.05881648,0.083405844,0.077028955,0.040294703,0.142926518,0.094460661,0.091949801,2.268888134,1.499516499,1.459657846,0.006529804,0.006243754,0.004074048,0.466933994,0.462611227,0.468586965,1.304756443,1.357613913,1.265130193,0.125047478,0.126176228,0.038486193,1.513333444,0.915435432,1.528248852,28.98073472,18.499478,14.43686499,0.876639057,0.493357555,0.388436141
SP_22天信号_cid_ce_时序数据复杂度，用来评估时间序列的复杂度，越复杂的序列有越多的谷峰,0.000631887,0.000524122,0.00023583,0.004799729,0.005037464,0.002607156,0.159235564,0.132078733,0.059429121,0.076193343,0.079967259,0.041387314,0.131650579,0.104044808,0.090454837,2.089888147,1.651660127,1.435926017,0.006913191,0.007710591,0.004392383,0.466077969,0.459324992,0.471025688,1.31728477,1.374756776,1.279550355,0.10955881,0.129619335,0.03235325,1.45342546,1.018974007,1.836882567,23.03358273,17.12952074,13.53003984,0.516254159,0.290866522,0.230542276
SP_22天信号_cwt_coeff_Ricker小波分析,0.00091317,0.00064901,0.000252389,0.006308647,0.005319821,0.00427801,0.230118817,0.163550508,0.063601911,0.100146666,0.084449543,0.067911296,0.144748932,0.121998453,0.058996722,2.297818054,1.936665405,0.936543922,0.00733466,0.004763451,0.005634739,0.466163043,0.460759577,0.470506591,1.335496264,1.475846454,1.289087967,0.132366952,0.035408012,0.110493659,1.738491465,4.619025464,0.575615941,31.37416359,34.3344563,11.28746453,1.625541937,0.835822772,0.794873804
SP_22天信号_ener_ratio_chunks_分块局部熵比率,0.000608105,0.000304277,0.000251036,0.00542884,0.004173565,0.00257871,0.153242465,0.07667782,0.063261165,0.086180168,0.066253297,0.04093575,0.112013797,0.072905786,0.0973496,1.778163906,1.15734347,1.545376992,0.007572923,0.005245776,0.004055875,0.466384963,0.465655418,0.466587115,1.292597025,1.326771453,1.257429926,0.111364365,0.072534595,0.060627986,1.376045779,1.057120686,1.043431741,20.23557644,14.61705994,15.59741567,1.466412961,0.893182503,0.578385097
SP_22天信号_fft_agg_绝对傅里叶变换的谱统计量,0.000760227,0.00019859,0.000472373,0.004910117,0.002933847,0.00323843,0.19157717,0.050044791,0.119037987,0.077945693,0.046573381,0.051408476,0.154828663,0.067689428,0.145864826,2.457828824,1.074536357,2.315532324,0.009048514,0.004831051,0.005831233,0.467532692,0.468916163,0.463302658,1.305441462,1.238252569,1.37184265,0.102644698,0.066367886,0.052883061,1.866410773,0.754051301,2.250966294,21.17222391,10.35898672,20.41386182,0.899685037,0.447006735,0.457832941
SP_22天信号_fft_coeff_傅里叶变换系数,0.000937391,0.000819499,0.000226761,0.005564045,0.005026023,0.002521486,0.236222607,0.20651363,0.057143738,0.088326478,0.079785638,0.040027353,0.168472987,0.163051098,0.089931431,2.674425763,2.588355945,1.427617206,0.007383702,0.006320402,0.003730147,0.466595316,0.459402244,0.470574481,1.340667399,1.460302422,1.253375862,0.133285865,0.101634702,0.06521161,1.772300522,2.031920466,0.87628167,31.99243677,32.67413031,15.31943323,0.818968924,0.437150574,0.386972989
SP_22天信号_fourier_entropy_频谱图序列的箱熵,0.000707019,0.000318874,0.000382175,0.004889768,0.002976356,0.003231526,0.1781689,0.080356199,0.096308179,0.077622665,0.047248184,0.051298884,0.144591605,0.107135647,0.11826466,2.295320568,1.700725667,1.877393274,0.00687961,0.004067858,0.00459549,0.466397872,0.464670545,0.467704521,1.293341575,1.297976756,1.327323919,0.123484591,0.050072345,0.081946255,1.442843187,1.60480201,1.175260289,25.89810963,19.75393527,20.95710621,1.344293401,0.660165815,0.689282225
SP_22天信号_friedrich_coeff_Langevin模型拟合的多项式系数,0.000585166,0.000310975,0.000278043,0.004476647,0.00253279,0.002753909,0.147461763,0.078365716,0.07006676,0.071064569,0.040206796,0.043716956,0.13071518,0.122779643,0.100962907,2.075039146,1.949066415,1.602736467,0.00756109,0.003492116,0.004424411,0.466212754,0.466317637,0.465573199,1.291486944,1.295942242,1.31764567,0.075954936,0.054801625,0.030515107,1.941437523,1.429988907,2.296133479,19.50271322,22.44075139,15.83640568,1.035229162,0.523074932,0.517308869
SP_22天信号_lemp_ziv_complex_Lempel-Ziv复杂度,0.001037071,0.000380351,0.000641639,0.004908239,0.003147455,0.003405209,0.261341783,0.095848542,0.161693154,0.077915878,0.049964299,0.054056017,0.211291783,0.120844096,0.188428816,3.354153071,1.918340555,2.991214729,0.007402006,0.004646564,0.004486308,0.466352298,0.467413377,0.466379592,1.360273184,1.327278935,1.425849391,0.075009543,0.055414313,0.019271558,3.484113789,1.729671199,8.3902483,35.30688849,20.62783049,36.04147411,1.17941609,0.587462599,0.59710813
SP_22天信号_num_cwt_peaks_搜索x中的不同峰值,0.000672411,0.000383854,0.000258783,0.004669176,0.003485411,0.002835281,0.16944767,0.096731083,0.065213279,0.074120875,0.055329177,0.045008683,0.14401071,0.110131502,0.091272399,2.286099143,1.748283399,1.448904412,0.006555941,0.005628416,0.004353865,0.467167538,0.460398988,0.470841153,1.28305516,1.349719919,1.245705756,0.093940953,0.06007568,0.040928598,1.803767829,1.61015377,1.593342625,25.84643069,17.18620113,14.97825113,1.313862283,0.6824824,0.636534522
SP_22天信号_partial_autocorr_给定滞后结束的偏相关函数的值,0.000827507,0.000572183,0.000182547,0.004404443,0.002973953,0.002764012,0.208531706,0.144190224,0.046001739,0.069918373,0.047210033,0.043877335,0.187879984,0.192398306,0.066044057,2.982502277,3.054228423,1.048416899,0.008600254,0.004703472,0.004785635,0.467620921,0.465573139,0.466642212,1.320610908,1.390570497,1.251654983,0.093655499,0.0429826,0.060684609,2.226582613,3.354618492,0.758046229,24.24715734,30.65612174,9.612462146,0.810728452,0.411686177,0.404196914
SP_22天信号_permu_entropy_排列熵,0.000559973,0.00033213,0.000185622,0.004788321,0.002529463,0.003558921,0.141113236,0.083696671,0.046776718,0.076012239,0.040153974,0.056496127,0.116945618,0.131304432,0.052156784,1.856454134,2.08439324,0.827963276,0.006471216,0.004431957,0.004615537,0.466799246,0.465676644,0.466758296,1.271868114,1.292239193,1.277492848,0.099001887,0.064650442,0.048787122,1.42535905,1.29460322,0.958792314,21.80629522,18.88480961,10.13462201,0.79297104,0.308716483,0.489409197
SP_22天信号_spkt_welch_dens_不同频率的功率谱,0.000922106,0.000726899,0.000180533,0.006482849,0.006074214,0.002358272,0.232370674,0.183178651,0.045494413,0.102912035,0.096425156,0.037436404,0.142237753,0.119669709,0.076553258,2.257954331,1.899697744,1.215245293,0.009726144,0.007827372,0.003648657,0.468144157,0.457633742,0.468608687,1.353833889,1.500179561,1.231401014,0.155244228,0.131402389,0.030079434,1.496807175,1.394028315,1.512475717,23.89134687,23.4023188,12.46881023,0.862206457,0.55354723,0.313813865
SP_22天信号_ti_rev_asym_stat_时间反转不对称统计量 (time reversal asymmetry statistic.),0.000802828,0.000758082,-5.95E-05,0.00869545,0.006062026,0.005934399,0.202312754,0.191036631,-0.014989025,0.138035982,0.096231679,0.094205667,0.092327417,0.12505421,-0.010022962,1.465652304,1.985174035,-0.159109591,0.013774614,0.006961784,0.012582688,0.468682862,0.461815031,0.468220114,1.360056527,1.474472941,1.300602671,0.291368105,0.116333007,0.202510314,0.694354498,1.642153294,-0.074016108,14.68736317,27.44075861,-1.191241861,0.815357705,0.430808267,0.389704078
