,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_5_abs,0.000728221,0.000326158,0.000370723,0.005264852,0.00297969,0.002952803,0.183511788,0.082191891,0.093422234,0.083576936,0.047301118,0.046874297,0.138317538,0.109460465,0.125549565,2.19572285,1.737631018,1.993037554,0.009355089,0.004774067,0.005434051,0.45800223,0.457399051,0.458115216,1.30957177,1.282448069,1.342915583,0.053919502,0.034088489,0.034950335,3.403439979,2.411133296,2.672999639,19.61625258,17.21632407,17.19200406,0.311446615,0.155298853,0.161302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_5_abs,0.000840664,0.000436942,0.000369891,0.004580505,0.003104229,0.002635446,0.211847261,0.110109381,0.093212625,0.072713256,0.049278104,0.041836413,0.183530815,0.14075702,0.140352458,2.913461361,2.234448421,2.228026206,0.00758208,0.004460063,0.004240399,0.458534145,0.458398597,0.458321512,1.336021157,1.312362136,1.336548368,0.039772473,0.030096864,0.035777824,5.326479407,3.658500113,2.605318443,27.94052134,24.68785302,21.98204161,0.214724606,0.106436944,0.113442301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_2_real,0.000590962,0.000185959,0.000404197,0.00537988,0.003355101,0.003537823,0.148922406,0.046861606,0.101857563,0.085402947,0.053260578,0.056161197,0.109846675,0.05542568,0.114250118,1.743761914,0.879855388,1.813664398,0.009676739,0.00563492,0.004987365,0.457764792,0.454648838,0.460930521,1.288181846,1.279076921,1.314718551,0.075313154,0.047102655,0.031974341,1.97737577,0.994882474,3.185603163,15.38972978,8.316286177,20.42312265,1.102208391,0.559054586,0.548308444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_2_real,0.000571292,0.000431159,0.00014106,0.005506307,0.003493668,0.003287259,0.143965583,0.108652076,0.035547188,0.087409916,0.055460262,0.052183626,0.103752294,0.12341156,0.042911206,1.647016606,1.959097773,0.681194277,0.010425551,0.005897405,0.00462858,0.457776258,0.461381847,0.454174218,1.282368647,1.310889015,1.264743394,0.057964131,0.031927467,0.072132562,2.483701217,3.403090974,0.492803621,13.80891875,18.42370992,7.679934058,0.620671777,0.318577789,0.307248627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_2_real,0.000704385,0.000379706,0.000321906,0.00511929,0.003328365,0.002999393,0.177504962,0.095685849,0.081120318,0.081266215,0.05283615,0.047613888,0.137594221,0.114081778,0.107323722,2.184240541,1.810992082,1.703711276,0.009081462,0.00534077,0.004634577,0.458379316,0.458950938,0.457854856,1.302008027,1.306547841,1.309043724,0.057987309,0.032304168,0.03556627,3.06110018,2.962027959,2.280821647,19.54585765,17.91611505,17.50328555,0.370685057,0.193118065,0.182721632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_3_real,0.000639835,4.08E-05,0.000598064,0.005575651,0.003859153,0.003295369,0.161238404,0.010275832,0.150712072,0.088510718,0.06126215,0.052312361,0.114755196,0.010566338,0.181486133,1.821682256,0.167735413,2.881003041,0.011046952,0.006807783,0.004837419,0.457768972,0.450014157,0.465376304,1.297418961,1.273140277,1.342846385,0.066391486,0.107274409,0.022703593,2.428600635,0.095790153,6.638247526,14.59573664,1.50942416,31.15547508,1.443706012,0.72585956,0.72300109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_3_real,0.000668881,0.000276926,0.00039152,0.005376365,0.003553977,0.003169027,0.168558009,0.069785294,0.098662963,0.085347153,0.056417638,0.050306739,0.124411373,0.077919964,0.123545722,1.974969322,1.236941074,1.961227535,0.010194331,0.005936927,0.005710089,0.457791142,0.456475217,0.459140308,1.298981665,1.288992005,1.325147404,0.067859427,0.05259049,0.040463732,2.483929152,1.326956529,2.43830605,16.5344845,11.75444731,17.27870907,0.810642054,0.412013102,0.403783591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_3_real,0.000736139,0.000421554,0.000310877,0.004994417,0.003250489,0.00284273,0.185507007,0.106231617,0.078341,0.079283907,0.05159991,0.045126947,0.14739237,0.129689429,0.109358588,2.339781344,2.058755856,1.73601376,0.008080914,0.005404799,0.00323922,0.458400906,0.461108966,0.455601089,1.304467793,1.309369474,1.306675681,0.049027578,0.038201227,0.050417466,3.783727762,2.780843102,1.553846439,22.95619101,19.65505551,24.18514254,0.459635581,0.235990598,0.228799622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_5_real,0.000641204,0.00029555,0.000345062,0.005422484,0.003728916,0.003163419,0.161583296,0.074478504,0.086955632,0.086079271,0.05919471,0.050217713,0.118249036,0.079258852,0.109078843,1.877145255,1.258195265,1.731572945,0.010379427,0.007507492,0.003708,0.457765748,0.457480352,0.458055815,1.296422392,1.298123157,1.308982785,0.072541347,0.054074909,0.030689955,2.22746479,1.377320946,2.833358099,15.56765052,9.920557615,23.45081803,1.886918496,0.946098676,0.945974459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_5_real,0.000698444,0.00022407,0.000474502,0.005225383,0.002709458,0.003308723,0.176007833,0.056465709,0.119574533,0.082950389,0.04301131,0.052524354,0.133663644,0.082699301,0.143409428,2.121844564,1.31281071,2.276554095,0.009322712,0.004101778,0.005427415,0.457784844,0.453761393,0.461771894,1.300547954,1.288968059,1.325321069,0.053552665,0.032956398,0.037803083,3.286630704,1.713345874,3.163089438,18.87946599,13.76615565,22.03158145,1.195882811,0.601754198,0.599283252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_5_real,0.000812599,0.000542548,0.000269297,0.005104851,0.003294063,0.003057091,0.204775012,0.136722122,0.067862834,0.081036991,0.052291631,0.048529819,0.159181788,0.16470483,0.088089278,2.526932554,2.614608115,1.398373937,0.008447407,0.00476156,0.00459392,0.458382961,0.463869557,0.452936784,1.315268523,1.332675834,1.310304829,0.047133912,0.026832847,0.033100827,4.344536728,5.095326722,2.050185462,24.24116844,28.71372683,14.7723149,0.66211926,0.335739887,0.331534013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day60fft_coeff_2_imag,0.000597132,0.000473483,0.000123453,0.005391926,0.003614242,0.003569359,0.150477227,0.119317824,0.03111027,0.085594171,0.057374313,0.056661811,0.11074556,0.131004906,0.034587013,1.758031259,2.079638403,0.549051815,0.011164721,0.006296831,0.005802937,0.457765927,0.46257012,0.452861404,1.288093673,1.312636978,1.284534425,0.085749653,0.043151498,0.048735045,1.754843578,2.765091143,0.638355209,13.47792114,18.94886976,5.361124738,0.960656716,0.483255025,0.48255633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_2_imag,0.000725174,0.000284814,0.000434959,0.005282357,0.003158093,0.003273431,0.182743907,0.07177317,0.109609717,0.083854823,0.050133165,0.051964098,0.137282313,0.090185504,0.132875646,2.179289164,1.43165049,2.109335493,0.009482138,0.005101096,0.004982097,0.457796018,0.455092221,0.460556388,1.306194684,1.298200793,1.327327158,0.062759969,0.037998178,0.033632485,2.911790916,1.88885821,3.259043064,19.2724374,14.0701466,22.00071985,0.48759421,0.246763994,0.245984854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_2_imag,0.000750001,0.000362061,0.000388123,0.004973088,0.00317153,0.003381698,0.189000238,0.09123944,0.097807119,0.078945323,0.050346474,0.053682786,0.150811923,0.114159821,0.114771788,2.394065056,1.812230984,1.821945652,0.008156253,0.004880932,0.003922538,0.458391116,0.456273439,0.460283098,1.307930433,1.3136714,1.323028995,0.047402743,0.038331134,0.031413279,3.987116073,2.380295848,3.113559708,23.17243375,18.69303784,24.9346504,0.251129836,0.128090173,0.128194301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_3_imag,0.000511018,0.000204003,0.000306692,0.005660071,0.003143731,0.003871482,0.128776548,0.051408787,0.077286415,0.089850841,0.049905179,0.061457877,0.090284742,0.064892047,0.079218267,1.433225847,1.030129309,1.257551,0.010464876,0.00417983,0.006637991,0.457767441,0.456707279,0.458803816,1.277329431,1.269170375,1.301219374,0.072660948,0.039563339,0.047384527,1.772293794,1.29940466,1.631047514,12.3055966,12.2992525,11.64304311,1.369579634,0.686692855,0.688041418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_3_imag,0.000660238,0.000611559,5.09E-05,0.00553199,0.003514354,0.00322887,0.166380053,0.15411292,0.012827827,0.087817624,0.055788644,0.05125673,0.119349143,0.174017519,0.015765288,1.894608912,2.762442474,0.250266195,0.009437108,0.006003411,0.004876747,0.457773758,0.467280619,0.448248323,1.298922408,1.330259647,1.273236587,0.07024349,0.036497692,0.052806901,2.36861883,4.22253876,0.242919511,17.63040694,25.67089154,2.630406358,0.711922134,0.358727185,0.358349588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_3_imag,0.000798931,0.000336984,0.000460556,0.004984327,0.002924465,0.003399531,0.201330654,0.084919866,0.116060145,0.079123732,0.046424449,0.053965882,0.160288687,0.115229128,0.135476373,2.544504015,1.829205693,2.150620753,0.007804053,0.005013963,0.004196568,0.458392196,0.457173736,0.459533436,1.312709729,1.297500164,1.351432787,0.045342472,0.033606061,0.028346628,4.440222268,2.526921162,4.094319332,25.79821861,16.93667684,27.65596541,0.371294036,0.188107776,0.188340899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_5_imag,0.000683999,0.000288131,0.000394994,0.005634975,0.003722703,0.00336996,0.172367704,0.072609032,0.099538384,0.089452455,0.059096072,0.053496457,0.121384535,0.07739836,0.11721017,1.926919755,1.228660882,1.860653768,0.011054898,0.006994321,0.00407119,0.457765263,0.456308401,0.459339366,1.303402835,1.302941272,1.316548153,0.085578897,0.059048868,0.036503149,2.014137931,1.22964309,2.72684377,15.59197615,10.38114055,24.44945636,1.870795059,0.936621034,0.939328664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_5_imag,0.000734237,0.000564577,0.00016979,0.005162472,0.002858893,0.003225816,0.185027793,0.142273455,0.042787159,0.081951695,0.045383512,0.051208238,0.142225921,0.197481084,0.052634845,2.257766506,3.134915026,0.835552255,0.008727634,0.004771993,0.00492866,0.457785897,0.463770779,0.451631316,1.307690009,1.333812095,1.292325347,0.054432553,0.022763023,0.037637237,3.399212069,6.250200354,1.136830514,21.20022323,29.81426069,8.68129612,1.139034185,0.572414488,0.571774336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_5_imag,0.000855666,0.000605108,0.000249895,0.00519161,0.003203092,0.003132015,0.215627913,0.152487216,0.062973477,0.082414251,0.050847505,0.0497192,0.164817148,0.188913728,0.079787209,2.616391107,2.998912464,1.266582671,0.008892439,0.005212401,0.004462116,0.458382104,0.462820754,0.453872504,1.32545376,1.36444881,1.295702957,0.050628126,0.032331216,0.046668909,4.259053832,4.716408299,1.349366825,24.24845483,29.25469922,14.11291754,0.605195286,0.305033622,0.305316304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_2_angle,0.000801822,0.000537162,0.00026431,0.00568,0.003315657,0.003073035,0.202059223,0.13536475,0.066606225,0.090167208,0.05263443,0.048782922,0.141165895,0.1620076,0.086009563,2.240939107,2.571790925,1.36535949,0.009435369,0.005756614,0.004578848,0.457765927,0.4628935,0.452167497,1.334927193,1.348033232,1.329492105,0.055867833,0.034796714,0.033368792,3.61673637,3.890159053,1.996063442,21.41508497,23.51464708,14.54650342,1.085071358,0.539317165,0.550908833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_2_angle,0.000616603,0.000291208,0.000324491,0.005546025,0.003037277,0.002968999,0.155384041,0.073384339,0.081771758,0.088040418,0.048215271,0.047131404,0.111179329,0.095877899,0.109293085,1.764917129,1.522014456,1.734973945,0.009416418,0.005242311,0.004384224,0.457787887,0.455430089,0.460127888,1.300420204,1.304799578,1.300286572,0.075589857,0.032577798,0.052135572,2.055620265,2.252587454,1.568444639,16.50139508,13.99847169,18.65136366,0.618298563,0.310315824,0.313137378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_2_angle,0.000775213,0.000376888,0.000397397,0.005076071,0.002931001,0.002894165,0.195353786,0.094975707,0.100144158,0.080580134,0.046528196,0.045943441,0.152719178,0.1285867,0.137309894,2.424341796,2.041250578,2.179726989,0.007489035,0.004419422,0.003301993,0.458379126,0.457139951,0.459557493,1.327249681,1.328839405,1.331368743,0.048317029,0.028914183,0.025070928,4.04316632,3.284744648,3.994433556,26.085309,21.49052645,30.32839987,0.352936184,0.178099208,0.179991615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_3_angle,0.000874811,0.000419961,0.00045411,0.005501953,0.002761827,0.003296293,0.220452336,0.105830056,0.114435594,0.087340791,0.043842648,0.052327024,0.15900007,0.152058946,0.137763707,2.524047855,2.41386094,2.186931053,0.010031517,0.004133163,0.005711788,0.457768851,0.45674467,0.457761513,1.342449678,1.335675788,1.361652439,0.051990241,0.036936517,0.034582915,4.240263771,2.865187742,3.30902104,21.97597124,25.6051026,20.03498488,1.430980157,0.709874983,0.726259813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
